1,0,6,Tennis Bracelet,tennis.bracelet,,,,119,1868.46245271,2.76,0.734,344.73420354,10127.0831305,2.76,44.0940001011,1221412926.33
1,1,3,tiara,tiara,,,,29.95,13.39532099,7.43,0.267,7.24357773258,24.7715467479,7.43,31.0469999313,1221412957.38
1,2,18,exercice mat,exercise.mat,,,,24.99,13.39532099,6.82,0.328,6.29438241607,28.5071056323,6.82,11.6720001698,1221412969.07
1,3,44,leather wallet,leather.wallet,,,,59.95,20.3513746817,6.65,0.345,9.19588962614,45.0395196414,6.65,10.875,1221412979.94
1,4,23,salad spinner,salad.spinner,,,,6.32,17.0774048791,7.45,0.265,9.27730586161,31.4356087592,7.45,16.8899998665,1221412996.85
1,5,27,rice cooker,rice.cooker,,,,129,35.3857271942,7.19,0.291,18.1062338427,69.155722827,7.19,15.5629999638,1221413012.41
1,6,14,window blinds,window.blinds,,,,39.99,12.0248072877,7.33,0.277,6.35445231471,22.7550673363,7.33,13.2030000687,1221413025.62
1,7,47,adirondack chair,adirondack.chair,,,,99,43.3230226736,7.79,0.231,25.4518145401,73.7426516532,7.79,11.4370000362,1221413037.07
1,8,50,silk tie,silk.tie,,,,35,25.2547893258,7.84,0.226,15.0087232638,42.4955789163,7.84,35.125,1221413072.21
1,9,30,dart board,dart.board,,,,99.99,28.1331751486,7.5,0.26,15.4603296555,51.1939629733,7.5,25.9070000648,1221413098.13
1,10,4,Foosball table,foosball.table,,,,651,186.007840181,7.32,0.278,98.068887802,352.802171862,7.32,33.375,1221413131.51
1,11,17,hair dryer,hair.dryer,,,,30.99,19.5440977005,8.23,0.187,12.7061981861,30.0618445686,8.23,26.125,1221413157.63
1,12,38,pearl necklace strand,pearl.necklace.strand,,,,146.3,417.920572318,7.32,0.278,220.340205429,792.672424111,7.32,32.6880002022,1221413190.33
1,13,33,ice cream maker,ice.cream.maker,,,,19.99,19.8095677855,7.66,0.244,11.2947078006,34.7436146889,7.66,19.5789999962,1221413209.93
1,14,43,sewing machine,sewing.machine,,,,24.99,32.1967844425,7.16,0.294,16.3611000346,63.3596106771,7.16,11.9210000038,1221413221.85
1,15,39,aviator sunglasses,aviator.sunglasses,,,,99.99,23.6073302202,6.93,0.317,11.3775008075,48.983168585,6.93,21.5469999313,1221413243.41
1,16,16,hammock stand,hammock.stand,,,,144.99,46.3463593879,6.98,0.312,22.5951706142,95.0638995028,6.98,21.4210000038,1221413264.85
1,17,35,dog bed,dog.bed,,,,23.93,12.0248072877,8.32,0.178,7.98138251014,18.1166596292,8.32,44.3280000687,1221413309.19
1,18,37,sports watch,sports.watch,,,,19.5,14.3301257024,7.8,0.23,8.43820360029,24.336045013,7.8,26.4849998951,1221413335.68
1,19,15,inflatable kayak,inflatable.kayak,,,,469.97,43.3230226736,6.94,0.316,20.9275674334,89.6847805912,6.94,19.2030000687,1221413354.88
1,20,11,wedding bands,wedding.bands,,,,35,484.782434151,7.55,0.255,269.492618994,872.06102096,7.55,17.2660000324,1221413372.16
1,21,31,rolling chair,rolling.chair,,,,213.95,60.7020174187,5.86,0.424,22.8666805676,161.139913063,5.86,25.1720001698,1221413397.33
1,22,8,legwarmers,legwarmers,,,,28.57,14.3301257024,7.96,0.214,8.75487601376,23.4557865038,7.96,20.4850001335,1221413417.83
1,23,36,computer printer,computer.printer,,,,1026.95,102.735076818,8.45,0.165,70.2617156201,150.216884339,8.45,25.3899998665,1221413443.22
1,24,5,Braided Rug,braided.rug,,,,81.5,18.2691671794,7.16,0.294,9.28364980993,35.9516436167,7.16,57.2809998989,1221413500.52
1,25,22,egg cooker,egg.cooker,,,,29.95,21.7716139556,7.8,0.23,12.8200767446,36.9735052039,7.8,101.266000032,1221413601.8
1,26,34,basketball,basketball,,,,24.99,20.6278101176,8.5,0.16,14.2709579016,29.8162571273,8.5,16.6870000362,1221413618.49
1,27,45,mini trampoline,mini.trampoline,,,,39.99,33.5266858453,6.54,0.356,14.7703445064,76.1010458005,6.54,14.2030000687,1221413632.71
1,28,46,snowshoes,snowshoes,,,,165.6,34.9115193717,6.6,0.35,15.5944028804,78.157156397,6.6,14.4539999962,1221413647.18
1,29,20,exercice bike,exercise.bike,,,,199.99,162.531483731,7.47,0.263,88.7028349211,297.80878173,7.47,20.0310001373,1221413667.21
1,30,40,water cooler,water.cooler,,,,53,42.1696503429,7.7,0.24,24.2661009508,73.2824533139,7.7,55.3910000324,1221413722.62
1,31,1,paper lantern,paper.lantern,,,,10.25,9.56023901095,8.1,0.2,6.03210301895,15.1519577268,8.1,19.0160000324,1221413741.63
1,32,19,hiking boots,hiking.boots,,,,245,50.9367521678,7.94,0.216,30.9764218447,83.7589549371,7.94,74.4530000687,1221413816.08
1,33,49,breadmaker,breadmaker,,,,179,55.9818021451,7.81,0.229,33.040520096,94.8520835117,7.81,107.375,1221413923.46
1,34,13,bathroom scale,bathroom.scale,,,,39.99,19.8095677855,7.72,0.238,11.4518328376,34.2669144243,7.72,75.5320000648,1221413999.01
1,35,24,42 inch ceiling fan,42.inch.ceiling.fan,,,,36.88,61.5265410149,7.8,0.23,36.2295133126,104.487057736,7.8,47.8280000687,1221414046.83
1,36,9,softball bat,softball.bat,,,,259.99,35.3857271942,7.49,0.261,19.4011791076,64.539875753,7.49,20.2189998627,1221414067.05
1,37,32,diamond solitaire ring,diamond.solitaire.ring,,,,1499,267.753018174,7.59,0.251,150.222288923,477.237294514,7.59,21.5310001373,1221414088.58
1,38,41,men's leather belt,mens.leather.belt,,,,14.99,40.4969088913,8.02,0.208,25.0854487809,65.3765313937,8.02,31.6399998665,1221414120.22
1,39,42,typewriter,typewriter,,,,128.99,30.5052789027,7.04,0.306,15.0790853711,61.712764271,7.04,17.9690001011,1221414138.19
1,40,28,croquet set,croquet.set,,,,29.99,31.3396217142,7.79,0.231,18.4116940694,53.3450037507,7.79,9.81199979782,1221414148.02
1,41,25,pedometer,pedometer,,,,14.99,13.5772714211,7.41,0.269,7.30823493497,25.223915334,7.41,10.5620000362,1221414158.6
1,42,48,swiss army knife,swiss.army.knife,,,,1400,17.7827941004,6.63,0.347,7.99834255007,39.5366620068,6.63,15.5629999638,1221414174.18
1,43,29,pepper mill,pepper.mill,,,,30,11.3930663081,6.78,0.332,5.30445323566,24.4703750104,6.78,26.3129999638,1221414200.51
1,44,7,Samurai Sword,samurai.sword,,,,43,70.4135515486,6.82,0.328,33.0869130386,149.849828417,6.82,13.2820000648,1221414213.8
1,45,10,bread box,bread.box,,,,29.99,17.0774048791,7.83,0.227,10.1256258309,28.8019488647,7.83,53.8599998951,1221414267.68
1,46,12,bath pillow,bath.pillow,,,,6.99,8.69867539997,6.97,0.313,4.23109839452,17.8835249523,6.97,16.2809998989,1221414283.97
1,47,21,men's dress shirt,mens.dress.shirt,,,,49.99,33.5266858453,7.98,0.212,20.577405931,54.6248962354,7.98,23.7969999313,1221414307.79
1,48,26,life jacket,life.jacket,,,,19.97,17.7827941004,7.55,0.255,9.88553094657,31.9889510969,7.55,24.6089999676,1221414332.41
1,49,2,car amplifier,car.amplifier,,,,99.99,64.067920057,6.72,0.338,29.4198615768,139.521335603,6.72,49.2339999676,1221414381.66
