15,0,21,men's dress shirt,mens.dress.shirt,20,recommended by the New Yorker,1,49.5,66.7142718041,8.22,0.188,43.2731739013,102.853423059,8.22,3.29299998283,1221423575.79
15,1,22,egg cooker,egg.cooker,27,bargain,-1,29.99,22.0673406908,5.77,0.433,8.14235437494,59.8067220784,5.77,2.70499992371,1221423578.5
15,2,49,breadmaker,breadmaker,19,recommended by Consumer Reports,1,41,198.988567232,7.07,0.303,99.0439893984,399.786500218,7.07,3.3220000267,1221423581.83
15,3,13,bathroom scale,bathroom.scale,39,utilitarian,-1,43.99,13.2158088956,6.97,0.313,6.42826467588,27.1702572269,6.97,3.6369998455,1221423585.47
15,4,18,exercice mat,exercise.mat,47,refurbished,-1,169.99,28.9026391002,8.52,0.158,20.0880370171,41.5850760452,8.52,2.0759999752,1221423587.55
15,5,32,diamond solitaire ring,diamond.solitaire.ring,44,aftermarket,-1,2195,2689.59878558,7.34,0.276,1424.58215545,5077.93923971,7.34,3.92899990082,1221423591.49
15,6,35,dog bed,dog.bed,1,artisan-crafted,1,109,109.904538006,8.58,0.152,77.4489661807,155.960861325,8.58,5.29999995232,1221423596.8
15,7,47,adirondack chair,adirondack.chair,38,no frills,-1,79,80.5842187761,7.25,0.285,41.8070958381,155.328089301,7.25,3.60099983215,1221423600.4
15,8,8,legwarmers,legwarmers,23,made in the USA,1,8.99,51.6286328641,7.28,0.282,26.9706010514,98.8304163608,7.28,3.22000002861,1221423603.63
15,9,38,pearl necklace strand,pearl.necklace.strand,42,bad reviews,-1,310,112.910511547,8.84,0.126,84.4762010263,150.915683504,8.84,3.40700006485,1221423607.04
15,10,14,window blinds,window.blinds,43,overstock,-1,45.99,90.988053646,7.36,0.274,48.4154948396,170.995379345,7.36,2.4889998436,1221423609.54
15,11,9,softball bat,softball.bat,13,new and improved,1,85.99,186.007840181,7.42,0.268,100.353205649,344.771413978,7.42,3.78100013733,1221423613.32
15,12,48,swiss army knife,swiss.army.knife,32,markdown,-1,13.5,50.9367521678,8.06,0.204,31.844266514,81.4762908816,8.06,2.21899986267,1221423615.55
15,13,44,leather wallet,leather.wallet,4,best-selling,1,39.95,60.7020174187,7.58,0.252,33.9784156762,108.443399887,7.58,2.88399982452,1221423618.43
15,14,23,salad spinner,salad.spinner,3,award-winning,1,39.99,18.5173197131,7.32,0.278,9.76288390626,35.1219099448,7.32,3.94400000572,1221423622.38
15,15,34,basketball,basketball,2,hand-made,1,19.99,20.3513746817,7.71,0.239,11.7379904004,35.285294783,7.71,2.55099987984,1221423624.94
15,16,30,dart board,dart.board,35,made in Mexico,-1,99.99,19.2821852079,6.67,0.343,8.75298632582,42.47723606,6.67,2.79200005531,1221423627.74
15,17,25,pedometer,pedometer,50,previously owned,-1,19.99,5.8820843762,7.45,0.265,3.19544428724,10.82757623,7.45,3.06299996376,1221423630.81
15,18,17,hair dryer,hair.dryer,6,top of the line,1,14.43,56.742210428,7.21,0.289,29.1679730472,110.38403111,7.21,5.27799987793,1221423636.09
15,19,28,croquet set,croquet.set,8,maintenance free,1,450,140.114917364,5.25,0.485,45.8653144128,428.040019332,5.25,3.93499994278,1221423640.03
15,20,4,Foosball table,foosball.table,22,five-star,1,380,243.623259815,8.97,0.113,187.810016136,316.023042562,8.97,7.38100004196,1221423647.42
15,21,24,42 inch ceiling fan,42.inch.ceiling.fan,34,made in Malaysia,-1,79.96,89.7687132447,7.5,0.26,49.3315771216,163.352204568,7.5,3.72499990463,1221423651.15
15,22,11,wedding bands,wedding.bands,5,finest quality,1,35,25597.8284965,7.8,0.23,15073.1189011,43471.349761,7.8,5.82199978828,1221423656.97
15,23,42,typewriter,typewriter,14,newly redesigned,1,119.96,151.928981,8.26,0.184,99.4582068516,232.081554638,8.26,2.98399996758,1221423659.96
15,24,50,silk tie,silk.tie,17,used by Michael Phelps,1,59,224.679009181,8.32,0.178,149.129135409,338.502982856,8.32,6.39899992943,1221423666.37
15,25,45,mini trampoline,mini.trampoline,36,simple,-1,25.99,109.904538006,8.11,0.199,69.5049323549,173.786335228,8.11,2.51700019836,1221423668.89
15,26,46,snowshoes,snowshoes,7,custom designed,1,79.97,134.55698581,7.49,0.261,73.7744957888,245.417908136,7.49,3.12900018692,1221423672.03
15,27,20,exercice bike,exercise.bike,11,all-new,1,242.99,365.174127255,7.14,0.296,184.714079491,721.938162937,7.14,2.59299993515,1221423674.62
15,28,12,bath pillow,bath.pillow,45,dented packaging,-1,8.99,2.54829674798,8.19,0.191,1.64153444446,3.95594276908,8.19,2.5490000248,1221423677.18
15,29,43,sewing machine,sewing.machine,30,generic,-1,399.99,162.531483731,8.55,0.155,113.746357988,232.240255171,8.55,2.95600008965,1221423680.14
15,30,40,water cooler,water.cooler,37,basic,-1,990,80.5842187761,8.97,0.113,62.1226538064,104.532178165,8.97,2.74700021744,1221423682.89
15,31,15,inflatable kayak,inflatable.kayak,18,used by Michael Jordan,1,379,164.739170546,7.73,0.237,95.4546028397,284.313102823,7.73,2.84200000763,1221423685.74
15,32,16,hammock stand,hammock.stand,24,made in Germany,1,49.99,156.084355339,8.06,0.204,97.5796767273,249.665983723,8.06,3.51799988747,1221423689.26
15,33,39,aviator sunglasses,aviator.sunglasses,49,used,-1,119.99,53.7611747456,7.7,0.24,30.9363270268,93.4262140274,7.7,2.93700003624,1221423692.2
15,34,10,bread box,bread.box,33,made in China,-1,38.5,20.9080004128,7.54,0.256,11.5961146355,37.6974956702,7.54,2.08599996567,1221423694.29
15,35,41,men's leather belt,mens.leather.belt,16,used by Tiger Woods,1,21.99,87.3788349853,8.83,0.127,65.2238228861,117.059388204,8.83,3.4509999752,1221423697.75
15,36,26,life jacket,life.jacket,25,made in Italy,1,40,23.2909659246,7.42,0.268,12.565723525,43.1705418811,7.42,3.48399996758,1221423701.24
15,37,1,paper lantern,paper.lantern,21,recommended by the New York Times,1,5.2,3.71802666391,7.04,0.306,1.83786031447,7.52163924794,7.04,4.74799990654,1221423705.99
15,38,29,pepper mill,pepper.mill,29,closeout,-1,19.99,21.7716139556,7.02,0.308,10.7124948217,44.247692262,7.02,7.89899992943,1221423713.89
15,39,7,Samurai Sword,samurai.sword,48,minor defects,-1,48.94,171.543789634,8.33,0.177,114.123478357,257.854669221,8.33,2.66700005531,1221423716.57
15,40,36,computer printer,computer.printer,40,common,-1,44.85,198.988567232,7.7,0.24,114.505968659,345.802497048,7.7,1.96399998665,1221423718.53
15,41,37,sports watch,sports.watch,9,elegant and luxurious,1,25.86,46.3463593879,8.44,0.166,31.623914343,67.9228069372,8.44,3.32099986076,1221423721.86
15,42,2,car amplifier,car.amplifier,12,modern,1,125.99,80.5842187761,7.76,0.234,47.0164679267,138.117910641,7.76,3.03299999237,1221423724.9
15,43,6,Tennis Bracelet,tennis.bracelet,28,on sale,-1,75,278.812666541,7.57,0.253,155.708564178,499.243592888,7.57,2.11099982262,1221423727.01
15,44,5,Braided Rug,braided.rug,26,discount,-1,50,13.39532099,7.86,0.224,7.99747930614,22.4363974643,7.86,1.99500012398,1221423729.02
15,45,27,rice cooker,rice.cooker,46,bulk packaging,-1,44.99,28.5153118177,7.14,0.296,14.4237479621,56.373905742,7.14,4.87300014496,1221423733.9
15,46,19,hiking boots,hiking.boots,41,low quality,-1,190,34.9115193717,6.26,0.384,14.4201158672,84.5218024646,6.26,3.84799981117,1221423737.75
15,47,31,rolling chair,rolling.chair,15,state-of-the-art,1,55.99,218.697465501,8.32,0.178,145.158927241,329.491146881,8.32,4.90999984741,1221423742.67
15,48,33,ice cream maker,ice.cream.maker,10,innovative and fashionable,1,258,42.7424463261,7.51,0.259,23.5428683996,77.5995807703,7.51,2.92000007629,1221423745.59
15,49,3,tiara,tiara,31,store-brand,-1,15.95,7.70404392011,7.43,0.267,4.16599505396,14.2468466607,7.43,5.48300004005,1221423751.08
